iter	Logloss
0	0.3443363664
1	0.1629224021
2	0.0833681933
3	0.04248925874
4	0.0227917176555	0.01261430576	6	0.007460025927	7	0.004640745998	8	0.003052813909	9	0.002104173011010	0.001524961361111	0.001143594123112	0.0008795997852113	0.0007039096226114	0.0005733264813115	0.0004848384207116	0.0004160049721117	0.0003598783871818	0.0003205818731919	0.00028824577
20	0.0002155313992
21	0.0001885195147
22	0.0001747575046
23	0.0001615592643
24	0.0001932121379
25	0.0001815357776
26	0.000170909568
27	0.0001641484303
28	0.0001578868265
29	0.0001519139617
30	0.0001463199329331	0.0001410902563232	0.0001358586783333	0.0001334454703434	0.0001310980023535	0.0001287937473636	0.0001266003103737	0.0001244305193838	0.0001222604573939	0.0001201392184040	0.0001180960814141	0.0001180908724242	0.0001180908724343	0.0001180908724444	0.0001180908725
45	0.0001160857531
46	0.0001160741851
47	0.0001160741851
48	0.0001160741854949	0.0001160741855050	0.0001160741855151	0.0001160553925252	0.0001160553925353	0.0001160623723
54	0.0001160512314
55	0.0001160512314
56	0.0001160512314
57	0.0001160512314
58	0.0001160486244
59	0.0001160486244
60	0.0001160486244
61	0.0001160486244
62	0.0001160546828
63	0.0001160546828
64	0.0001160489743
65	0.0001160334108
66	0.0001160334108
67	0.0001160289002
68	0.0001160289002
69	0.0001160289002
70	0.0001160329234
71	0.0001160329234
72	0.0001160385488
73	0.0001160385488
74	0.0001160385488
75	0.0001160307507
76	0.0001160307507
77	0.0001160312285
78	0.0001160172623
79	0.0001160172623
80	0.0001160172623
81	0.0001160172623
82	0.0001160172623
83	0.0001160153321
84	0.000116001934
85	0.000116001934
86	0.0001160018267
87	0.0001160018267
88	0.0001160062046
89	0.0001160177653
90	0.0001160177653
91	0.0001159919754
92	0.0001159986081
93	0.0001159908474
94	0.0001159908474
95	0.0001159908474
96	0.0001159908474
97	0.0001159908474
98	0.0001159908474
99	0.0001159908474
100	0.0001159815366
101	0.0001159890873
102	0.0001159890873
103	0.0001159890873
104	0.0001159933796
105	0.0001159933796
106	0.0001159933796
107	0.0001159933796
108	0.0001159933796
109	0.0001159933796
110	0.0001159933796
111	0.0001159849338
112	0.0001159751597
113	0.0001159734298
114	0.0001159734298
115	0.0001159734298
116	0.0001159734298
117	0.0001159734298
118	0.0001159734298
119	0.0001159700797
120	0.0001159558287
121	0.0001159649863
122	0.0001159649863
123	0.0001159649863
124	0.0001159624723
125	0.000115946676
126	0.000115946676
127	0.000115946676
128	0.0001159537345
129	0.0001159537345
130	0.0001159537345
131	0.0001159537345
132	0.0001159537345
133	0.000115943502
134	0.000115943502
135	0.000115943502
136	0.000115943502
137	0.000115943502
138	0.000115943502
139	0.000115943502
140	0.000115943502
141	0.0001159336459
142	0.0001159270784
143	0.0001159270784
144	0.0001159270784
145	0.0001159270784
146	0.0001159270784
147	0.0001159270784
148	0.0001159270784
149	0.0001159270784
